"id","Carats","Cert","Clarity","Color","Cut","Depth","Fluroescence","Known_Conflict_Diamond","Measurements","Polish","Regions","Shape","Symmetry","Table","Vendor","Price","Retail","LogPrice","LogRetail"
4741,2.51,"GemEx","SI2","I","Excellent",59.6,"Medium",FALSE,"8.83x8.85x5.27","Excellent","Russia","Radiant","Very good",60,2,"$ 24,685","$ 37,975",10.113951050693,10.544683327464
4742,1.8,"AGSL","VVS2","D","Excellent",62.1,"None",FALSE,"7.74x7.8x4.83","Excellent","Angola","Round","Excellent",57,2,"$ 44,245","$ 68,070",10.6974976497015,11.128291866442
4743,1.8,"AGSL","VS2","F","Excellent",62.1,"None",FALSE,"7.74x7.78x4.82","Excellent","Russia","Oval","Excellent",NA,2,"$ 27,060","$ 41,630",10.2058119017248,10.636576340189
4744,1.8,"AGSL","VS1","H","Excellent",62.3,"None",FALSE,"7.74x7.79x4.84","Excellent","Russia","Round","Excellent",57,2,"$ 22,475","$ 34,575",10.0201588593398,10.450886156533
4745,1.8,"AGSL","VS2","J","Excellent",NA,"None",FALSE,"7.75x7.79x4.84","Excellent","Russia","Round","Excellent",57,2,"$ 15,755","$ 24,235",9.66491305419138,10.0955531482795
4746,1.8,"GemEx","SI1","I","Excellent",62.5,"Faint",FALSE,"7.7x7.75x4.83","Excellent","Australia","Round","Excellent",57,2,"$ 17,605","$ 27,085",9.77593823158915,10.206735348092
4747,1.8,"GemEx","VS2","E","Excellent",NA,"None",FALSE,"7.71x7.77x4.86","Excellent","Russia","Emerald","Excellent",NA,4,"$ 38,245","$ 46,690",10.551768111756,10.751285287965
4748,1.8,"AGSL","VS2","H","Excellent",NA,NA,FALSE,"7.75x7.8x4.79","Excellent","Angola","Round","Excellent",58,3,"$ 20,235","$ 31,080",9.91516905730997,10.3443198044816
4749,1.8,"AGSL","SI2","J","Excellent",NA,"None",FALSE,"7.79x7.82x4.81","Excellent","Botswana","Round","Excellent",58,4,"$ 16,135","$ 19,225",9.68874610448606,9.86396679437384
4750,1.8,"AGSL","VS1","E","Excellent",62.2,"None",FALSE,"7.78x7.82x4.85","Excellent","Canada","Oval ","Excellent",58,2,"$ 28,585","$ 53,460",10.2606373836981,10.8866889896929
4751,1.8,"AGSL","VS2","E","Excellent",62.4,"None",FALSE,"7.72x7.76x4.83","Excellent","Russia","Emerald","Excellent",58,4,"$ 35,865","$ 46,690",10.4875171685605,10.751285287965
4752,1.8,"AGSL","VS1","F","Excellent",62.6,"None",FALSE,"7.74x7.77x4.86","Excellent","Australia","Round","Excellent",58,2,"$ 30,040","$ 46,215",10.3102851058781,10.7410596996989
4753,1.8,"AGSL","SI2","G","Excellent",60,"None",FALSE,"7.9x7.92x4.75","Excellent","Russia","Pear","Excellent",59,3,"$ 17,605","$ 27,085",9.77593823158915,10.206735348092
4754,1.33,"AGSL","SI1","H","Very good",61.8,"Medium",FALSE,"7.06x7x4.35","Good","Russia","Round","Good",57,4,"$ 9,145","$ 13,165",9.12096256082497,9.48531707193041
4755,0.6,"AGSL","VS2","F","Very good",62.7,"None",FALSE,"5.34x5.39x3.36","Excellent","Botswana","Princess","Very good",55,1,"$ 2,635","$ 4,165",7.87663846097546,8.33447155460094
4756,0.6,"AGSL","SI2","E","Very good",63.7,NA,FALSE,"5.29x5.34x3.39","Very good","Other/Unknown","Round","Very good",55,1,"$ 1,870","$ 2,480",7.53369370984863,7.81601383915903
4757,0.6,"AGSL","SI1","J","Very good",63.7,NA,FALSE,"5.32x5.37x3.41","Excellent","Russia","Round","Very good",55,1,"$ 1,610","$ 2,280",7.38398945797851,7.73193072194849
4758,1.41,NA,"VS2","I","Good",62.8,"None",FALSE,"7.07x7.14x4.47","Good","Russia","Emerald","Very good",63,2,"$ 11,180","$ 17,630",9.32188174670909,9.77735727539192
4759,1.54,"AGSL","SI1","G","Very good",61.7,"None",FALSE,"7.44x7.49x4.61","Very good","Canada","Radiant","Very good",55,2,"$ 13,515","$ 20,790",9.51155545871055,9.94222738085206
4760,1.56,"AGSL","SI1","I","Excellent",NA,"None",TRUE,"7.45x7.4x4.64","Very good","DR Congo","Round","Very good",56,2,"$ 11,155","$ 1,545",9.31964310686663,7.34277918933185
4761,1.71,NA,"SI1","G","Excellent",NA,"Faint",FALSE,"7.78*7.82x4.66","Excellent","Australia","Pear","Excellent",60,2,"$ 18,995","$ 30,085",9.85193106562173,10.3117819876545
4762,1.71,"AGSL","VS1","I","Excellent",59.8,"Medium",FALSE,"7.8x7.85x4.67","Excellent","Angola","Princess","Excellent",60,2,"$ 16,245","$ 24,995",9.6955404481032,10.1264310838477
4763,1.71,"AGSL","SI1","I","Excellent",61.8,"None",FALSE,"7.62x7.64x4.71","Excellent","Botswana","Radiant","Excellent",60,2,"$ 17,235","$ 26,050",9.75469747895097,10.1677730471815
4764,1.66,"AGSL","VS1","G","Excellent",NA,"None",FALSE,"7.53x7.56x4.72","Excellent","Angola","Cushion","Excellent",NA,4,"$ 26,555","$ 32,930",10.1869733328565,10.4021393753704
4765,1.66,"AGSL","VS2","D","Excellent",60.3,"None",FALSE,"7.61x7.66x4.61","Excellent","Russia","Round","Excellent",59,2,"$ 29,725","$ 45,735",10.299743721559,10.7306191480905
4766,1.66,"AGSL","VVS1","G","Excellent",59.6,"None",FALSE,"7.72x7.74x4.6","Excellent","Australia","Round","Excellent",60,2,"$ 26,415","$ 40,635",10.1816873095984,10.6123850431873
4767,1.63,"AGSL","VS1","L","Excellent",61.8,"Strong",FALSE,"7.53x7.64x4.69","Very good","Botswana","Cushion","Very good",56,2,"$ 9,995","$ 14,525",9.2098402469345,9.58362658172011
4768,1.63,"AGSL","VS2","I","Excellent",61.7,"Faint",FALSE,"7.54x7.58x4.66","Excellent","Canada","Emerald","Excellent",57,4,"$ 19,370","$ 24,560",9.87148075640104,10.1088743822611
4769,1.63,"AGSL","VS1","H","Excellent",61,"None",FALSE,"7.57x7.59x4.63","Excellent","Canada","Round","Excellent",NA,4,"$ 20,695","$ 28,115",9.93764740418283,10.2440585207263
4770,1.63,"AGSL","VS2","I","Excellent",62.4,"Faint",FALSE,"7.47x7.52x4.67","Excellent","Russia","Oval","Excellent",58,3,"$ 14,590","$ 22,445",9.58809164151683,10.018823151216
4771,1.63,"AGSL","VS1","G","Excellent",61.1,"None",FALSE,"7.57x7.6x4.63","Excellent","Russia","Round","Excellent",NA,2,"$ 21,740","$ 33,450",9.9869091606752,10.4178070655564
4772,1.62,"AGSL","VS1","H","Excellent",60.6,"None",FALSE,"7.63x7.65x4.63","Excellent","Russia","Round","Excellent",60,4,"$ 21,925","$ 27,940",9.99538281724038,10.237814632811
4773,1.71,"AGSL","VS2","K","Very good",59.9,"None",FALSE,"7.7x7.76*4.63","Very good","DR Congo","Round","Very good",NA,4,"$ 11,075","$ 13,020",9.31244559491334,9.47424191576256
4774,1.19,"AGSL","SI2","J","Excellent",NA,"Faint",FALSE,"6.78x6.79x4.2","Excellent","DR Congo","Emerald","Excellent",58,2,"$ 5,955","$ 8,735",8.6919864817894,9.07509322256816
4775,1.19,NA,"SI2","J","Excellent",61.9,NA,FALSE,"6.76x6.8x4.2","Excellent","South Africa","Round","Excellent",NA,2,"$ 4,615","$ 4,265",8.43706714693695,8.35819745992578
4776,0.4,"AGSL","SI2","J","Very good",63,"None",FALSE,"4.67*4.69x2.95","Excellent","Angola","Round","Excellent",NA,1,"$ 725","$ 1,190",6.58617165485467,7.08170858610557
4777,0.4,"AGSL","SI1","F","Excellent",60.9,NA,FALSE,"4.76x4.81x2.92","Excellent","South Africa","Round","Excellent",58,1,"$ 1,070","$ 1,575",6.97541392745595,7.36201055125973
4778,0.4,"AGSL","SI2","H","Excellent",61.1,"None",FALSE,"4.75x4.77x2.91","Excellent","Botswana","Round","Excellent",NA,1,"$ 940","$ 1,400",6.84587987526405,7.24422751560335
4779,0.4,"AGSL","SI1","F","Excellent",NA,"None",FALSE,"4.7x4.74x2.92","Very good","Angola","Round","Very good",58,1,"$ 1,060","$ 1,740",6.96602418710611,7.46164039220858
4780,0.4,"AGSL","SI2","J","Excellent",NA,"None",FALSE,"4.68x4.7x2.92","Excellent","Canada","Round","Excellent",58,1,"$ 750","$ 1,230",6.62007320653036,7.11476944836646
4781,0.4,"GemEx","SI2","J","Excellent",62.4,"None",FALSE,"4.7x4.72x2.94","Very good","South Africa","Round","Excellent",58,1,"$ 725","$ 1,165",6.58617165485467,7.0604763659998
4782,0.4,"AGSL","SI2","J","Excellent",62.8,"None",FALSE,"4.7x4.72x2.96","Very good","Australia","Round","Excellent",58,1,"$ 725","$ 1,190",6.58617165485467,7.08170858610557
4783,1.7,"AGSL","VS2","G","Excellent",62.4,"None",FALSE,"7.62x7.65x4.77","Excellent","Russia","Round","Excellent",57,4,"$ 27,010","$ 34,885",10.2039624467867,10.4598122163733
4784,1.7,"AGSL","SI1","J","Excellent",62.7,"None",FALSE,"7.58x7.62x4.77","Excellent","Botswana","Princess","Excellent",57,2,"$ 13,435","$ 19,740",9.50561852104959,9.89040231298747
4785,1.7,"AGSL","SI1","H","Excellent",62.8,"None",FALSE,"7.57x7.61x4.77","Excellent","Botswana","Round","Excellent",57,2,"$ 18,840","$ 26,970",9.84373754813035,10.2024804161338
4786,1.7,"GemEx","SI2","L","Excellent",61.2,NA,FALSE,"7.62x7.73x4.7","Very good","Botswana","Princess","Very good",58,2,"$ 8,750","$ 7,750",9.07680897935166,8.95544812234739
4787,1.7,"AGSL","SI2","D","Excellent",61.3,"None",FALSE,"7.67x7.71x4.71","Excellent","DR Congo","Round","Excellent",58,3,"$ 19,835","$ 29,940",9.89520333294843,10.3069506579736
4788,1.7,"AGSL","VS2","E","Excellent",NA,"None",FALSE,"7.67x7.71x4.72","Excellent","Other/Unknown","Radiant","Very good",NA,4,"$ 31,435","$ 38,750",10.3556772008172,10.5648860347815
4789,1.7,"AGSL","VS1","G","Excellent",NA,NA,FALSE,"7.62x7.64x4.69","Excellent","South Africa","Emerald","Excellent",NA,4,"$ 27,210","$ 31,015",10.2113398317773,10.3422262374072
4790,1.7,"AGSL","VS2","G","Excellent",61.5,"Faint",FALSE,"7.66x7.69x4.72","Excellent","Australia","Pear","Excellent",58,3,"$ 22,675","$ 34,885",10.0290182749833,10.4598122163733
4791,1.7,"AGSL","VS2","H","Excellent",61.9,NA,FALSE,"7.64x7.66x4.73","Excellent","Botswana","Pear","Excellent",58,4,"$ 21,700","$ 26,310",9.98506753952855,10.1777043740343
4792,1.7,"AGSL","SI1","G","Excellent",62.3,"Faint",FALSE,"7.58x7.62x4.74","Excellent","Russia","Asscher","Excellent",58,3,"$ 19,735","$ 30,360",9.89014898809695,10.3208812315096
4793,1.7,"AGSL","VS2","H","Excellent",62.3,"Faint",FALSE,"7.59x7.66x4.75","Excellent","Russia","Round","Excellent",58,2,"$ 19,735","$ 30,360",9.89014898809695,10.3208812315096
4794,1.7,"AGSL","SI1","I","Excellent",62.4,"None",FALSE,"7.58x7.61x4.74","Excellent","Russia","Round","Excellent",58,4,"$ 20,495","$ 24,030",9.92793623293844,10.0870583287305
4795,1.7,"AGSL","VS2","I","Very good",62.7,"Faint",FALSE,"7.59x7.63x4.77","Excellent","Angola","Round","Excellent",58,2,"$ 17,545","$ 26,990",9.77252428801732,10.203221706012
4796,1.7,"AGSL","SI2","I","Excellent",59.7,"Faint",FALSE,"7.75x7.76x4.63","Excellent","Russia","Marquise","Excellent",59,4,"$ 16,610","$ 19,890",9.71776020260734,9.89797237184802
4797,5.02,"GemEx","SI2","H","Excellent",62.2,"None",FALSE,"10.93x10.88x6.78","Excellent","Russia","Round","Excellent",59,2,"$ 111,595","$ 171,685",11.6226315250583,12.053416681392
4798,1.71,"AGSL","I1","L"," ",62.9,"None",FALSE,"7.69x7.51x4.78","Good","Russia","Asscher","Fair",46,1,"$ 6,400","$ 9,850",8.76405326934776,9.19522673416613
4799,1.54,"AGSL","SI1","J","Excellent",62.1,"Faint",FALSE,"7.36x7.38x4.58","Excellent","Russia","Radiant","Excellent",NA,2,"$ 12,300","$ 18,925",9.41735454136051,9.84823907830565
4800,1.54,"AGSL","SI2","H","Excellent",60.2,NA,FALSE,"7.48x7.51x4.51","Excellent","Angola","ROUND","Excellent",59,2,"$ 13,220","$ 20,335",9.48948611340568,9.92009881834132
4801,1.54,"AGSL","SI1","G","Excellent",61.6,"None",FALSE,"7.41x7.44x4.58","Excellent","Russia","Round","Excellent",59,2,"$ 17,115","$ 26,335",9.74771055096429,10.1786541319175
4802,1.54,"AGSL","VS1","J","Very good",62.6,"None",FALSE,"7.36x7.42x4.63","Very good","South Africa","Round","Very good",59,3,"$ 13,695","$ 19,170",9.52478608169718,9.86110183603969
4803,1.54,"AGSL","VS1","H","Excellent",58.9,"None",FALSE,"7.55x7.62x4.47","Excellent","Russia","Princess","Excellent",NA,3,"$ 18,050","$ 27,770",9.80090096376103,10.2317115803008
4804,1.54,"AGSL","VS2","L","Excellent",59.7,"Medium",FALSE,"7.49*7.53x4.49","Excellent","Canada","Asscher","Excellent",61,3,"$ 7,145","$ 10,995",8.87416809036397,9.30519590298886
4805,1.53,"AGSL","SI1","H","Excellent",60.2,"None",FALSE,"7.48x7.49x4.51","Excellent","Botswana","Round","Excellent",59,4,"$ 19,790","$ 22,355",9.89293203859661,10.0148052886681
4806,1.53,"AGSL","IF","D","Excellent",60.5,"None",FALSE,"7.46x7.5x4.52","Excellent","Russia","Oval","Excellent",59,2,"$ 51,225","$ 78,810",10.8439829731071,11.2747951713477
4807,1.53,"AGSL","VS2","D","Excellent",NA,"None",FALSE,"7.42x7.45x4.53","Excellent","Botswana","Round","Excellent",NA,2,"$ 25,955","$ 37,885",10.1641195482613,10.5423105343655
4808,1.53,"AGSL","VS2","I","Very good",59,"None",FALSE,"7.5x7.52x4.43","Excellent","Russia","ROUND","Excellent",60,4,"$ 18,205","$ 23,545",9.80945156060953,10.0666687626777
4809,1.53,NA,"SI2","H","Excellent",59.9,"None",TRUE,"7.48x7.51x4.49","Excellent","DR Congo","Round","Excellent",NA,2,"$ 11,300","$ 1,915",9.33255800470043,7.55747290161475
4810,1.53,"AGSL","IF","H","Excellent",60.5,NA,FALSE,"7.44x7.5x4.52","Excellent","Russia","Round","Excellent",60,2,"$ 21,480","$ 24,075",9.9748775486228,10.0889292366663
4811,1.53,"AGSL","SI1","E","Very good",62.6,"Faint",FALSE,"7.2x7.27x4.53","Very good","Russia","Round","Very good",NA,4,"$ 23,895","$ 28,915",10.0814245110123,10.2721157705923
4812,1.57,"AGSL","SI2","I","Excellent",62.8,"None",TRUE,"7.36x7.42x4.64","Excellent","DR Congo","Round","Excellent",57,4,"$ 16,080","$ 1,600",9.68533154273296,7.37775890822787
4813,1.57,"AGSL","VS2","K","Excellent",61.2,"Strong",FALSE,"7.46x7.5x4.58","Very good","DR Congo","Round","Very good",NA,2,"$ 9,470","$ 14,035",9.15588418618012,9.54930948879598
4814,1.57,"AGSL","SI2","E","Excellent",62.7,"None",FALSE,"7.51x7.54x4.6","Excellent","Russia","Round","Excellent",58,3,"$ 16,480","$ 25,355",9.70990280346346,10.1407312282291
4815,1.57,"AGSL","SI2","I","Excellent",60.2,NA,FALSE,"7.51x7.55x4.53","Excellent","Russia","Round","Excellent",59,2,"$ 12,340","$ 18,525",9.42060129745938,9.82687645016429
4816,1.57,"AGSL","SI1","D","Excellent",62,"Medium",FALSE,"7.42x7.44x4.61","Excellent","Australia","Marquise","Excellent",59,3,"$ 19,620","$ 30,180",9.88430473311935,10.3149347323218
4817,1.57,"AGSL","I1","E","Very good",NA,"Strong",FALSE,"7.44x7.46x4.57","Excellent","Russia","Round","Excellent",60,3,"$ 10,515","$ 16,175",9.2605580881368,9.6912221193691
4818,2.34,"AGSL","VVS2","D","Excellent",62.7,"None",FALSE,"8.47x8.52x5.32","Excellent","Angola","Oval","Excellent",NA,2,"$ 88,830","$ 136,665",11.3944797097637,11.8252879548161
4819,0.75,"AGSL","VS1","D","Very good",64.3,"Medium",FALSE,"5.73x5.77x3.7","Very good","South Africa","Pear","Very good",57,1,"$ 4,800","$ 6,525",8.47637119689598,8.78339623219089
4820,0.71,"GemEx","SI1","I","Very good",58.3,NA,FALSE,"5.89x5.84x3.42","Very good","Australia","Round","Very good",60,2,"$ 2,520","$ 4,090",7.83201418050547,8.31630024903685
4821,1.5,"AGSL","VVS2","D","Very good",61.8,NA,FALSE,"7.34x7.38x4.55","Excellent","Russia","Round","Very good",54,2,"$ 32,775","$ 44,640",10.3974213086319,10.7063855970552
4822,1.5,"AGSL","VS2","G","Excellent",62.1,"None",FALSE,"7.35x7.37x4.57","Excellent","Australia","Asscher","Excellent",54,4,"$ 22,570","$ 30,780",10.0243768698116,10.3346204073929
4823,1.5,"AGSL","VS2","E","Excellent",62.9,"None",FALSE,"7.3x7.34x4.6","Excellent","Canada","Round","Excellent",NA,2,"$ 24,270","$ 37,335",10.0969962987206,10.5276865034698
4824,1.5,NA,"SI1","D","Very good",59,"None",FALSE,"7.49x7.55x4.44","Very good","Australia","Princess","Very good",55,4,"$ 21,045","$ 24,370",9.95441828120467,10.1011081466193
4825,1.5,"AGSL","VS2","G","Excellent",62.1,"None",FALSE,"7.37x7.43x4.59","Excellent","Russia","Round","Very good",NA,4,"$ 22,320","$ 29,160",10.0132384164952,10.2805531861226
4826,1.5,"AGSL","SI2","I","Very good",NA,"Faint",FALSE,"7.35x7.38*4.58","Excellent","Russia","Round","Very good",NA,2,"$ 9,380","$ 14,430",9.14633504200027,9.57706465176792
4827,1.5,"AGSL","SI2","G","Excellent",62.3,NA,FALSE,"7.31x7.37-4.57","Excellent","Russia","Pear","Excellent",55,3,"$ 14,080","$ 21,660",9.55251062971203,9.98322252055498
4828,1.5,"AGSL","SI1","G","Excellent",62.4,"Faint",FALSE,"7.3x7.34*4.57","Excellent","Canada","Round","Excellent",55,3,"$ 16,115","$ 24,795",9.68750579424954,10.1183972989232
4829,1.5,"AGSL","SI2","G","Very good",62,"Faint",FALSE,"7.28x7.31x4.52","Excellent","Canada","Princess","Excellent",NA,2,"$ 13,635","$ 20,975",9.52039529527969,9.95108653133541
4830,1.5,"AGSL","SI1","G","Very good",62.9,"None",FALSE,"7.24x7.27x4.56","Excellent","Russia","Round","Very good",56,2,"$ 17,045","$ 26,220",9.743612184572,10.1742777573177
4831,1.5,"AGSL","SI1","G","Excellent",60,"None",FALSE,"7.44x7.49x4.48","Excellent","Other/Unknown","Radiant","Excellent",57,3,"$ 17,600","$ 27,075",9.77565418102624,10.2063660718692
4832,1.74,"AGSL","VS2","I","Very good",58.3,"Faint",FALSE,"7.89x7.96x4.62","Very good","Botswana","Oval","Very good",60,3,"$ 15,755","$ 21,995",9.66491305419138,9.99857043378282
4833,0.54,"AGSL","SI2","F","Excellent",61.4,NA,FALSE,"5.26x5.24x3.22","Excellent","Canada","Princess","Excellent",56,1,"$ 1,735","$ 2,720",7.45876269238096,7.90838715929004
4834,0.54,"AGSL","SI1","G","Excellent",NA,"Faint",FALSE,"5.27x5.26x3.25","Excellent","Botswana","Marquise","Excellent",NA,1,"$ 1,920","$ 3,090",7.56008046502183,8.03592636989179
4835,0.54,"AGSL","SI2","D","Excellent",60.8,"None",FALSE,"5.3x5.28x3.22","Excellent","Botswana","Round","Very good",NA,1,"$ 1,910","$ 3,085",7.55485852104068,8.03430693633949
4836,0.61,"AGSL","VS1","H","Good",63.6,"None",FALSE,"5.29x5.41x3.4","Good","Angola","Princess","Good",NA,1,"$ 2,205","$ 3,625",7.69848278788095,8.19560956728878
4837,3.1,"AGSL","SI1","G","Excellent",62.5,"None",FALSE,"9.28x9.34x5.82","Excellent","Botswana","Uncut","Excellent",NA,2,"$ 32,520","$ 32,520",10.3896105636617,10.3896105636617
4838,3.1,"AGSL","SI1","H","Excellent",62.9,"None",FALSE,"9.26x9.3x5.84","Excellent","Australia","ROUND","Excellent",56,2,"$ 57,045","$ 87,760",10.9515957090305,11.3823610949491
4839,3.1,"AGSL","SI1","G","Excellent",61,"None",FALSE,"9.38x9.43*5.74","Excellent","Russia","Round","Excellent",59,2,"$ 62,050","$ 95,460",11.0356957906328,11.4664625905599
4840,1.61,NA,"SI1","F","Excellent",62.5,"Strong",FALSE,"7.43x7.48x4.66","Excellent","Other/Unknown","Oval","Excellent",57,4,"$ 17,855","$ 19,675",9.79003886002855,9.8871040732856
4841,1.61,"AGSL","SI1","F","Excellent",NA,"Medium",FALSE,"7.47x7.43x4.67","Excellent","Russia","Asscher","Excellent",NA,3,"$ 16,010","$ 24,635",9.68096880599076,10.1119234749781
4842,0.9,"AGSL","SI1","E","Excellent",NA,"None",FALSE,"6.2x6.23x3.82","Excellent","Angola","Round","Excellent",59,2,"$ 6,380","$ 10,480",8.76092337633884,9.25722395787503
4843,0.9,"AGSL","SI2","E","Very good",61.9,"None",FALSE,"6.2x6.23X3.85","Excellent","DR Congo","Round","Good",NA,3,"$ 5,810","$ 8,700",8.66733584984596,9.07107830464268
4844,0.9,"AGSL","SI1","I","Excellent",62,"None",FALSE,"6.17x6.2x3.84","Excellent","Australia","Round","Excellent",59,2,"$ 5,095","$ 8,365",8.53601494565683,9.03181161342092
4845,0.9,"AGSL","SI1","J","Excellent",62,"None",FALSE,"6.16x6.2x3.84","Excellent","Russia","Round","Excellent",NA,1,"$ 4,155","$ 6,820",8.33206770728955,8.82761475083751
4846,0.9,"AGSL","SI2","E","Excellent",62.2,"Faint",FALSE,"6.16x6.19x3.84","Excellent","Russia","Round","Excellent",59,1,"$ 5,335","$ 8,760",8.58204416373585,9.07795118393044
4847,0.9,"AGSL","SI1","K","Excellent",62.3,"None",FALSE,"6.16x6.18x3.84","Excellent","Angola","Princess","Excellent",59,2,"$ 3,320","$ 5,455",8.10772006191053,8.60428789826717
4848,0.5,"AGSL","SI1","D","Very good",59.3,NA,FALSE,"5.24x5.19x3.09","Very good","DR Congo","Round","Very good",62,1,"$ 2,180","$ 2,745",7.68708015578313,7.91753635394363
4849,0.91,"AGSL","SI2","J","Excellent",59.2,"Medium",FALSE,"6.34x6.31x3.75","Excellent","Botswana","Princess","Excellent",59,1,"$ 3,965","$ 6,375",8.28526113406895,8.76013937002663
4850,3,"AGSL","VS2","H","Very good",59.8,NA,FALSE,"9.33x9.36x5.59","Excellent","Russia","Round","Excellent",60,2,"$ 71,875","$ 98,605",11.1826837780997,11.4988772492442
4851,1.73,"AGSL","SI1","H","Very good",60.5,"Medium",FALSE,"7.82x7.74x4.7","Excellent","Zimbabwe","Round","Good",61,3,"$ 16,195","$ 23,435",9.69245783160543,10.0619859103568
4852,2.5,"AGSL","SI2","H","Excellent",63.2,"Strong",FALSE,"8.66x8.57x5.44","Excellent","Angola","Princess","Very good",55,2,"$ 26,095","$ 40,145",10.1694990040775,10.6002531786188
4853,0.52,NA,"VS2","E","Good",58.2,"Strong",FALSE,"5.29x5.38x3.11","Very good","Russia","Round","Good",NA,1,"$ 1,585","$ 1,860",7.36833968631138,7.52833176670725
4854,0.52,"AGSL","SI2","J","Very good",63.3,"None",FALSE,"5.09x5.03x3.2","Good","Russia","Oval","Good",NA,1,"$ 1,150","$ 1,890",7.0475172213573,7.54433210805369
4855,0.77,"AGSL","VS1","D","Excellent",62.1,"Faint",FALSE,"5.85x5.88x3.64","Very good","Canada","Round","Excellent",57,2,"$ 5,565","$ 9,135",8.62425226370964,9.11986846881211
4856,0.77,NA,"I1","E","Very good",NA,NA,FALSE,"5.93x5.96x3.55","Excellent","Canada","Round","Good",NA,1,"$ 2,455","$ 3,190",7.80588204022862,8.06777619577889
4857,0.77,"AGSL","VVS1","I","Excellent",59.1,"None",FALSE,"5.99*6.01x3.55","Excellent","Russia","Emerald","Excellent",60,1,"$ 3,950","$ 6,485",8.28147085789517,8.77724709675054
4858,2.55,"AGSL","SI1","J","Excellent",61.3,"None",FALSE,"8.78*8.83x5.4","Excellent","South Africa","Round","Excellent",57,2,"$ 27,085","$ 39,945",10.206735348092,10.5952587869161
4859,2.55,"AGSL","SI1","I","Excellent",62.3,NA,FALSE,"8.71*8.75x5.44","Excellent","Russia","Round","Excellent",57,2,"$ 32,485","$ 49,970",10.3885337233146,10.8191781043383
4860,1.5,"AGSL","SI2","I","Very good",59.6,"None",FALSE,"7.43x7.42x4.43","Excellent","Russia","Round","Excellent",NA,4,"$ 11,390","$ 14,235",9.34049105644123,9.56345899971214
4861,2.49,"AGSL","SI1","H","Excellent",NA,"Faint",FALSE,"8.62x8.65x5.38","Excellent","DR Congo","Round","Excellent",57,2,"$ 33,025","$ 47,845",10.4050201293905,10.7757218982134
4862,2.49,"AGSL","SI2","G","Good",55.3,"Medium",FALSE,"9.08x9.04x5.01","Very good","Zimbabwe","Round","Good",NA,2,"$ 26,930","$ 33,440",10.2009961858056,10.4175080671986
4863,2.45,"AGSL","VS1","H","Excellent",62.6,"None",FALSE,"8.56x8.63x5.38","Excellent","Russia","Princess","Excellent",56,2,"$ 48,360","$ 74,400",10.7864283047287,11.2172112208212
4864,2.45,"AGSL","VS2","J","Excellent",62.7,"None",FALSE,"8.56x8.61x5.38","Excellent","Russia","Emerald","Excellent",NA,2,"$ 28,345","$ 43,610",10.2522059267584,10.6830417608368
4865,2.46,"AGSL","VS1","I","Excellent",60.4,NA,FALSE,"8.72x8.77x5.28","Excellent","Botswana","Round","Excellent",59,2,"$ 35,240","$ 42,915",10.4699370800501,10.6669766941523
4866,0.52,"AGSL","VVS1","K","Excellent",62,NA,FALSE,"5.16x5.13x3.19","Excellent","Australia","Round","Very good",59,1,"$ 1,430","$ 1,630",7.26542972325395,7.39633529380081
4867,0.52,"AGSL","SI1","E","Very good",62.3,"None",FALSE,"5.14x5.1x3.19","Excellent","Russia","Asscher","Excellent",59,1,"$ 1,880","$ 3,090",7.539027055824,8.03592636989179
4868,2.02,"AGSL","SI2","H","Excellent",61.2,NA,FALSE,"8.09x8.15x4.97","Excellent","Russia","Oval","Excellent",NA,2,"$ 24,700","$ 27,700",10.1145585226161,10.2291876921754
4869,2.02,"AGSL","VS2","E","Excellent",NA,"Medium",FALSE,"8.05x8.08x5.01","Excellent","Botswana","Round","Excellent",NA,2,"$ 42,035","$ 62,120",10.6462578835694,11.0368232772626
4870,2.02,"GemEx","SI2","D","Excellent",62.2,"Faint",FALSE,"8.06x8.1x5.03","Excellent","Other/Unknown","Round","Excellent",NA,2,"$ 29,375","$ 45,190",10.2878992514465,10.7186311024053
4871,2.02,"AGSL","VS2","G","Excellent",59.9,"None",FALSE,"8.21x8.22x4.92","Excellent","Canada","Round","Excellent",59,2,"$ 35,450","$ 54,540",10.4758785319603,10.9066896563996
4872,2.02,"AGSL","SI1","F","Excellent",60.2,"None",FALSE,"8.16x8.24x4.93","Excellent","Canada","Round","Excellent",59,2,"$ 33,340","$ 51,290",10.4145131563048,10.8452510803833
4873,2.02,"AGSL","SI2","H","Excellent",60.5,"None",FALSE,"8.16x8.21x4.95","Excellent","Angola","Round","Excellent",59,4,"$ 30,135","$ 37,995",10.3134425659171,10.5452098511039
4874,2.02,NA,"VS1","H","Excellent",NA,"None",FALSE,"8.16x8.18x4.97","Excellent","Russia","Round","Excellent",NA,2,"$ 29,440","$ 45,260",10.2901095728428,10.7201789191875
4875,2.02,"GemEx","SI2","J","Excellent",61.4,"None",FALSE,"8.07x8.11x4.97","Excellent","South Africa","Round","Excellent",59,3,"$ 17,920","$ 26,080",9.79367268652892,10.1689240160406
4876,2.02,"AGSL","SI1","H","Excellent",NA,"None",FALSE,"8.23x8.25x4.9","Excellent","Botswana","Round","Excellent",60,2,"$ 26,345","$ 40,500",10.1790337826434,10.6090572530946
