;id;Carats;Cert;Clarity;Color;Cut;Depth;Fluroescence;Known_Conflict_Diamond;Measurements;Polish;Regions;Shape;Symmetry;Table;Vendor;Offers;Price;Difference;Retail
1378;9429;0,81;AGSL;SI1;E;Excellent;62,1;None;False;5.97x5.98x3.71;Excellent;Botswana;Round;Excellent;56,0;1;;6274,635088802288;13456,417706318414;19731,052795120704
1379;9430;0,81;AGSL;SI2;D;Excellent;62,2;Faint;;5.92x5.97x3.7;Excellent;South Africa;Round;Excellent;;1;;4813,593134899654;12232,501932689705;17046,09506758936
1380;9431;0,81;AGSL;SI1;G;Very good;62,4;Faint;;5.97x5.94x3.72;Excellent;Russia;Radiant;Excellent;58,0;1;;34229,35694540208;34706,18012563005;68935,53707103213
1381;9432;1,21;AGSL;VS1;G;Excellent;61,7;Faint;;6.82x6.86x4.22;Excellent;Russia;Round;Excellent;58,0;2;;6405,950224060539;22664,823495812976;29070,773719873516
1382;9433;1,21;AGSL;SI2;E;Excellent;62,6;Faint;;6.77x6.81x4.25;Excellent;Russia;Princess;Excellent;;2;;9551,574527925633;24663,92280985814;34215,497337783774
1383;9434;1,21;AGSL;SI1;I;Excellent;60,4;None;;6.87x6.91x4.16;Excellent;Russia;Round;Excellent;59,0;2;;2720,9580583509337;20322,94646311066;23043,904521461594
1384;9435;1,21;AGSL;SI2;D;Excellent;62,2;Faint;;6.83x6.85x4.25;Excellent;Russia;Round;Excellent;55,0;3;;3386,2623661466405;18501,620301982766;21887,88266812941
1385;9436;1,21;AGSL;SI2;J;Excellent;62,5;None;;6.81x6.83x4.26;Excellent;Russia;Round;Excellent;;3;;2658,738464352852;18039,266125980124;20698,004590332977
1386;9437;2,7;AGSL;VS1;I;Excellent;62,6;Faint;;8.86x8.91x5.56;Excellent;Australia;Oval;Excellent;56,0;2;;1376,433820049428;19393,716986014697;20770,150806064124
1387;9438;1,93;AGSL;SI1;G;Very good;;None;;7.9x7.93x4.95;Excellent;Botswana;Round;Excellent;58,0;2;;3671,362677288123;17442,89794721527;21114,260624503393
1388;9439;0,5;AGSL;SI2;F;Very good;62,8;None;;5.02x5.05x3.16;Very good;Russia;Round;Excellent;60,0;1;;7156,315508069112;17500,78833742821;24657,103845497324
1389;9440;0,5;AGSL;SI1;F;Very good;63,3;None;;5x5.03x3.17;Very good;Canada;Round;Excellent;;2;;14368,430052954582;31602,065659056072;45970,495712010656
1390;9441;0,5;AGSL;SI2;D;Good;63,0;Faint;;5x5.02x3.15;Very good;Canada;Round;Good;;1;;31502,707690941043;36850,29362693495;68353,001317876
1391;9442;0,5;AGSL;SI2;E;Excellent;62,0;;;5.13x5.15x3.19;Excellent;South Africa;Round;Excellent;54,0;1;;19317,27536527844;21449,845899117416;40767,12126439586
1392;9443;3,01;AGSL;SI2;I;Excellent;;;;9.47x9.48x5.53;Excellent;Angola;Round;Excellent;61,0;2;;1878,8118423696428;9527,290457937117;11406,10230030676
1393;9444;3,0;AGSL;VS2;I;Very good;60,3;None;False;9.21x9.4x5.61;Very good;Botswana;Radiant;Good;61,0;2;;1346,1413668613518;15965,179097902646;17311,320464763998
1394;9445;0,71;AGSL;I1;G;Good;63,4;None;;5.62x5.65x3.57;Excellent;South Africa;Round;Good;63,0;1;;4309,395876108765;11912,075747988045;16221,47162409681
1395;9446;0,71;AGSL;SI2;H;Very good;;None;;5.75x5.66x3.53;Good;Russia;Round;Good;57,0;1;;4616,496116572019;15886,688650729513;20503,184767301533
1396;9447;0,71;AGSL;VS2;I;Excellent;;Faint;False;5.74x5.7x3.5;Excellent;Other/Unknown;Round;Excellent;61,0;1;;5643,538857398962;17269,032515140498;22912,57137253946
1397;9448;1,05;AGSL;VS2;H;Good;58,1;Medium;;6.62x6.69x3.87;Good;Canada;Round;Good;;2;;4809,149374697702;25526,97543827296;30336,124812970662
1398;9449;1,01;AGSL;SI1;G;Excellent;60,7;Faint;;6.46x6.51x3.93;Excellent;Canada;Radiant;Very good;61,0;1;;4636,443216772851;19776,312218769635;24412,755435542487
1400;9451;1,01;AGSL;SI2;H;Excellent;60,5;Faint;;6.49x6.52x3.93;Excellent;Russia;Princess;Excellent;60,0;2;;3749,1875591809603;20976,404311609804;24725,591870790762
1402;9453;1,01;AGSL;SI2;H;Excellent;;Medium;;6.37x6.43x4.02;Excellent;Russia;Princess;Very good;57,0;1;;7423,737444590862;17670,73965971561;25094,477104306472
1403;9454;1,01;AGSL;SI2;I;Very good;63,2;;;6.37x6.33x4.01;Very good;Other/Unknown;Radiant;Excellent;56,0;2;;4390,223837177946;22113,434311261986;26503,658148439932
1404;9455;1,07;AGSL;VS1;T;Very good;60,0;None;False;6.6x6.67x3.98;Good;Botswana;Round;Very good;59,0;1;;2403,538243381054;10996,267891613817;13399,806134994871
1405;9456;1,07;AGSL;SI2;I;Excellent;60,7;Faint;;6.6X6.63x4.01;Excellent;Australia;Emerald;Excellent;59,0;1;;6873,551034157182;17246,325778321763;24119,876812478946
1406;9457;1,07;AGSL;SI2;H;Excellent;60,4;Faint;;6.59x6.63x3.99;Excellent;Botswana;Radiant;Excellent;61,0;3;;7130,310806250465;17396,981341423852;24527,292147674318
1407;9458;0,54;AGSL;SI1;H;Very good;62,6;Faint;False;5.13x5.16x3.22;Very good;Russia;Round;Very good;59,0;1;;6746,36428782073;17240,257160140587;23986,62144796132
1408;9459;2,73;AGSL;SI2;J;Very good;;None;False;8.88x8.83x5.61;Very good;Russia;Oval;Excellent;;4;;445,9786802915826;5700,2737075852965;6146,252387876879
1409;9460;2,64;AGSL;VS1;I;Excellent;63,0;Medium;;8.77x8.85x5.55;Excellent;Russia;Radiant;Excellent;55,0;2;;699,1769422508869;19038,069169474893;19737,24611172578
1410;9461;0,54;AGSL;VS1;F; ;63,7;None;;5.16x5.11x3.27;Good;Canada;Radiant;Good;55,0;1;;13977,129541300657;25712,48190093121;39689,611442231864
1411;9462;0,54;AGSL;VS1;K;Very good;62,7;None;;5.19x5.18x3.25;Excellent;DR Congo;Princess;Excellent;57,0;1;;2106,6331093120516;-5852,593892933863;-3745,960783621811
1412;9463;0,54;GemEx;VS2;I;Very good;59,9;Faint;;5.34x5.28x3.18;Excellent;South Africa;Round;Excellent;58,0;1;;33818,22081890813;30640,05800308137;64458,2788219895
1413;9464;1,9;AGSL;SI1;I;Very good;63,0;;;7.81x7.82x4.92;Very good;Botswana;Emerald;Very good;59,0;2;;1336,5490476814236;15959,08301113566;17295,632058817086
1414;9465;2,24;AGSL;VS1;H;Excellent;61,8;;;8.37x8.4x5.18;Excellent;Botswana;Round;Excellent;57,0;2;;2700,8378049849252;16826,11240035223;19526,950205337154
1415;9466;1,51;AGSL;SI1;H;Excellent;62,8;;;7.29x7.33x4.59;Excellent;Russia;Round;Excellent;57,0;3;;5424,456610158504;19796,928425743263;25221,385035901767
1417;9468;1,51;AGSL;SI2;I;Very good;;None;;7.13x7.18x4.59;Excellent;Russia;Round;Excellent;57,0;2;;4673,806013533523;21564,01552620353;26237,82153973705
1418;9469;1,21;AGSL;SI2;H;Excellent;63,1;None;;6.75x6.79x4.27;Excellent;Russia;Round;Very good;;3;;3491,825826920779;18568,707729353708;22060,533556274488
1420;9471;1,06;GemEx;SI2;I;Very good;62,9;None;False;6.48x6.44x4.06;Excellent;DR Congo;Round;Excellent;55,0;2;2154,825497209868;2218,318066771196;-166,10330752370282;2052,214759247493
1421;9472;2,59;AGSL;SI2;E;Excellent;;None;;8.82x8.54x5.44;Excellent;Botswana;Oval ;Excellent;;4;;5058,465226414444;5147,542366731683;10206,007593146127
1422;9473;5,01;AGSL;SI2;K;Very good;62,0;None;;10.85x10.93x6.75;Excellent;South Africa;Marquise;Very good;58,0;2;;134,6031290465382;14899,827303789874;15034,430432836412
1424;9475;0,63;AGSL;VVS1;F;Excellent;59,0;None;;5.58x5.67x3.32;Very good;Russia;Round;Very good;;1;;8905,685397538273;18612,543527567104;27518,228925105377
1425;9476;0,63;AGSL;VS1;D;Very good;58,5;Faint;;5.61x5.68x3.31;Very good;Botswana;Round;Good;63,0;2;;65497,29659044115;56734,36130605334;122231,6578964945
1426;9477;0,63;AGSL;VS2;K;Good;60,3;None;;5.49x5.56x3.33;Good;South Africa;Round;Good;;1;;5792,6647980520775;12854,719114762003;18647,383912814083
1427;9478;2,53;AGSL;SI2;J;Very good;;;;8.5x8.58x5.49;Excellent;Australia;Princess;Very good;59,0;2;;1790,2288532773919;19656,690973742632;21446,919827020025
1428;9479;0,8;AGSL;SI2;F;Very good;;None;;5.9x5.88x3.69;Very good;Australia;Round;Very good;59,0;2;;11577,32569036391;25876,562351730423;37453,88804209433
1429;9480;0,8;AGSL;SI2;E;Very good;63,1;None;;5.83x5.87x3.69;Very good;Russia;Emerald;Very good;59,0;1;;5909,513971114369;16708,424133535795;22617,938104650166
1430;9481;1,06;AGSL;VS2;G; ;62,0;Medium;;6.56x6.53x4.06;Very good;Other/Unknown;Round;Excellent;56,0;2;;5508,09058137832;22823,858197159298;28331,94877853762
1431;9482;1,2;AGSL;SI1;G;Excellent;62,1;Medium;;6.79x6.83x4.23;Very good;South Africa;Pear;Excellent;56,0;4;;4211,0503324306055;4313,597332156576;8524,64766458718
1432;9483;1,2;AGSL;SI2;J;Excellent;;Strong;;6.79x6.82x4.24;Excellent;Botswana;Asscher;Excellent;;2;;2235,264693128781;16530,23253720205;18765,49723033083
1433;9484;1,2;GemEx;SI2;J;Very good;62,6;None;;6.75x6.73x4.22;Excellent;Russia;Pear;Excellent;56,0;2;;3020,5957548955885;20487,97887195025;23508,57462684584
1434;9485;1,51;AGSL;SI2;E;Excellent;60,4;Strong;;7.43*7.39x4.48;Very good;Russia;Round;Excellent;60,0;2;;6205,886996301447;22537,67981216091;28743,566808462358
1435;9486;1,0;AGSL;SI2;F;Excellent;60,6;;;6.44x6.49x3.92;Excellent;Angola;Princess;Very good;57,0;2;;4636,751033161464;11280,009095606525;15916,76012876799
1436;9487;1,0;AGSL;SI2;H;Excellent;;None;;6.42x6.39x3.98;Very good;Russia;Round;Excellent;;3;;3927,5445120544473;18845,614581674592;22773,15909372904
1437;9488;1,0;AGSL;SI2;I;Excellent;62,8;None;;6.37x6.4x4.01;Excellent;South Africa;Round;Excellent;55,0;1;;3324,5062043017556;11286,161119562668;14610,667323864423
1438;9489;1,0;GemEx;VS1;G;Excellent;;Faint;;6.32x6.38x4;Very good;South Africa;Round;Very good;55,0;2;;5809,262623559221;18480,780163171774;24290,042786730995
1439;9490;1,0;GemEx;SI1;E;Very good;;None;;6.27x6.33x4;Very good;Australia;Round;Very good;;2;;5007,66772852012;21676,037112193353;26683,70484071347
1440;9491;1,0;AGSL;SI2;E;Good;64,8;Medium;;6.23x6.28x4.06;Excellent;Australia;Oval ;Good;;1;;8241,24386890115;18115,518518345307;26356,762387246457
1441;9492;1,0;AGSL;SI1;E;Very good;61,9;None;;6.37x6.44*3.96;Very good;Australia;Emerald;Good;53,0;4;;11034,833483154238;12354,915523103602;23389,74900625784
1442;9493;1,0;AGSL;VVS2;K;Very good;58,0;Faint;;6.53x6.56x3.8;Very good;Russia;Round;Good;62,0;1;;2853,0142376636004;14765,965044250126;17618,979281913726
1443;9494;1,0;AGSL;SI2;F;Very good;58,8;None;;6.51x6.56x3.85;Very good;DR Congo;Emerald;Excellent;;2;;3752,457154417856;834,2615330426233;4586,7186874604795
1444;9495;1,0;AGSL;SI2;H;Very good;;None;;6.41x6.45x3.9;Excellent;Australia;Emerald;Very good;;3;;4432,135525395121;19091,530218572792;23523,66574396791
1445;9496;1,0;AGSL;SI1;E;Very good;62,4;None;True;6.32*6.38x3.97;Excellent;Angola;Radiant;Very good;58,0;3;;10560,563466614021;12800,5569065181;23361,120373132122
1446;9497;0,41;AGSL;SI1;H;Excellent;62,8;;;4.75x4.77x2.99;Excellent;Canada;Princess;Excellent;56,0;1;;5447,650787452742;20291,848831359326;25739,499618812068
1447;9498;0,41;AGSL;SI2;D;Excellent;;None;True;4.78x4.8x2.95;Very good;DR Congo;Radiant;Excellent;;1;1847,1896532971698;5472,655791983656;-3713,427550748256;1759,2282412353998
1448;9499;0,41;AGSL;SI1;H;Excellent;;None;False;4.81x4.84x2.92;Excellent;Russia;Marquise;Excellent;58,0;1;;7517,024588959234;17730,02527309509;25247,049862054322
1449;9500;0,41;GemEx;VVS2;M;Excellent;;None;;4.87x4.91x2.94;Excellent;Canada;Round;Excellent;59,0;1;;4901,544337644352;19919,396029153635;24820,940366797986
1450;9501;1,86;AGSL;VS2;G; ;62,6;None;;7.78x7.83-4.89;Very good;Australia;Princess;Excellent;;2;;2651,6531051752218;20204,141166365727;22855,794271540948
1451;9502;2,58;AGSL;VVS2;F;Good;57,4;None;;9.14*9.21x5.26;Very good;South Africa;Radiant;Good;58,0;4;;2463,155727843321;3202,7797113872184;5665,9354392305395
1452;9503;2,79;AGSL;SI1;G;Excellent;62,5;None;;8.93x8.97x5.59;Excellent;Australia;Marquise;Excellent;57,0;2;;2705,1701639139133;20238,15219409169;22943,322358005604
1453;9504;1,25;AGSL;SI2;J;Excellent;63,1;None;;6.89x6.85x4.33;Excellent;Botswana;Cushion;Excellent;;2;;5395,447320841828;18538,583920918194;23934,03124176002
1454;9505;0,43;AGSL;VS1;H;Excellent;61,6;None;;4.87x4.84x2.99;Excellent;Australia;Round;Excellent;57,0;1;;6820,348896503948;17212,514888458776;24032,863784962723
1455;9506;0,43;AGSL;VS2;J;Excellent;61,9;;;4.87x4.82x3;Excellent;Canada;Round;Excellent;58,0;1;;8292,231455578918;22099,629644665583;30391,861100244503
1457;9508;2,01;AGSL;SI1;H;Excellent;62,3;None;False;8.03-8.08x5.02;Excellent;Russia;Princess;Excellent;59,0;2;;2183,597576326203;19981,444469471215;22165,042045797418
1458;9509;1,36;AGSL;VS2;L;Excellent;58,0;None;False;7.05*7.21x4.14;Good;DR Congo;Round;Fair;43,0;3;;1738,622864466169;-2689,7041093506814;-951,0812448845124
1459;9510;1,66;AGSL;VS1;G;Excellent;62,2;None;False;7.54x7.58x4.7;Excellent;Russia;Round;Excellent;57,0;2;;4687,849104756867;21572,94015652164;26260,789261278507
1460;9511;1,02;AGSL;SI2;H;Very good;;Faint;;6.6x6.61x3.9;Excellent;Botswana;Round;Very good;;3;;3879,594571516876;15331,09426551763;19210,688837034504
1461;9512;1,3;AGSL;VS1;F;Very good;60,0;None;;7.05x7.08x4.24;Very good;Russia;Round;Good;62,0;3;;4103,386099955164;18957,364989160007;23060,751089115172
1462;9513;1,89;AGSL;IF;D;Excellent;62,4;;;7.88X7.95x4.94;Excellent;DR Congo;Round;Excellent;;2;;11884,453003405728;6002,287258033011;17886,74026143874
1463;9514;1,89;AGSL;SI1;I;Excellent;59,8;None;;8.03x8.06x4.81;Excellent;South Africa;Princess;Excellent;60,0;2;;2068,7533601595464;16129,013635904419;18197,766996063965
1464;9515;3,06;AGSL;SI2;H;Very good;62,2;None;;9.24x9.3x5.77;Excellent;Australia;Round;Very good;;2;;2032,93951390074;19810,937847588124;21843,877361488863
1465;9516;5,06;AGSL;SI2;K;Very good;63,9;None;;10.74x10.84X6.9;Excellent;Canada;Round;Very good;;2;;81,53923231023128;22522,496428778035;22604,035661088266
1466;9517;0,63;AGSL;SI2;F;Excellent;61,3;Medium;False;5.52x5.47*3.37;Excellent;Russia;Round;Excellent;59,0;2;;7034,604087281791;23064,34403143233;30098,94811871412
1467;9518;0,63;AGSL;VS1;E;Good;59,8;None;;5.52x5.59x3.32;Good;Russia;Round;Good;;1;;10676,198853034342;19737,735824066385;30413,934677100726
1468;9519;0,43;AGSL;SI1;D;Very good;59,3;None;;4.98*4.95x2.95;Very good;Australia;Pear;Very good;60,0;1;;11097,967004733498;19931,016082451206;31028,983087184704
1469;9520;0,43;AGSL;SI1;H;Very good;;Faint;False;5.01x4.97x2.95;Very good;Other/Unknown;Oval;Excellent;62,0;1;;5897,574930823922;17430,47688708999;23328,05181791391
1470;9521;0,43;AGSL;VS2;E;Very good;58,2;Faint;;4.92*4.96x2.87;Very good;Russia;Round;Good;;1;;9866,146734814947;19222,933521743296;29089,08025655824
1471;9522;1,77;AGSL;VS1;F;Excellent;62,5;None;;7.68x7.73x4.82;Excellent;Russia;Round;Excellent;58,0;2;;3699,164928719703;20944,61405422943;24643,778982949134
1472;9523;3,51;AGSL;SI1;I;Excellent;;;False;9.92x9.94x5.89;Excellent;DR Congo;Oval;Excellent;60,0;2;;669,355886559351;-1125,1032970594933;-455,74741050014234
1474;9525;1,76;AGSL;VVS1;J;Excellent;;;;7.76x7.79x4.77;Excellent;Canada;Emerald;Excellent;;4;;6498,211414056207;13423,520400092177;19921,731814148385
1475;9526;1,05;GemEx;SI2;H;Excellent;62,0;None;;6.5x6.47x4.02;Excellent;DR Congo;Round;Excellent;;1;;4208,719620777538;-4542,073707603511;-333,35408682597335
1476;9527;0,8;AGSL;SI1;D;Very good;63,5;Medium;;5.83x5.81x3.68;Excellent;Botswana;Round;Excellent;56,0;1;;7461,688217638895;14210,810750864966;21672,49896850386
1478;9529;0,8;GemEx;VS1;F;Excellent;;Faint;;6x5.96x3.65;Very good;Russia;ROUND;Excellent;;1;;8877,503438379234;18569,240806225207;27446,74424460444
1479;9530;2,04;AGSL;SI1;J;Excellent;62,3;Faint;;8.12x8.09x5.05;Excellent;Botswana;Radiant;Excellent;56,0;2;;1549,5322892432898;16094,437589743884;17643,969878987173
1481;9532;0,62;AGSL;SI1;F;Very good;61,4;Faint;;5.42x5.45x3.34;Very good;DR Congo;Round;Excellent;57,0;1;5259,375341798352;7459,611384178703;-2450,682487227892;5008,928896950811
1482;9533;1,85;AGSL;SI1;F;Excellent;62,3;;;7.8x7.83x4.87;Excellent;Russia;Emerald;Excellent;56,0;2;;3031,556511074831;20520,33721731513;23551,89372838996
1483;9534;1,85;AGSL;VS2;D;Excellent;62,4;None;;7.8x7.85x4.88;Excellent;Canada;Round;Excellent;56,0;2;;6792,653463208635;26787,52701077824;33580,180473986875
1484;9535;1,85;AGSL;VS1;E;Excellent;62,4;None;;7.81x7.85x4.88;Excellent;Russia;Emerald;Excellent;59,0;2;;3947,6919206653233;21102,55730845395;25050,249229119272
1485;9536;1,85;AGSL;I1;H;Good;59,5;;;7.89x7.99x4.72;Good;Botswana;Round;Good;66,0;2;;4107,153386822895;17719,850572303956;21827,00395912685
1486;9537;2,31;AGSL;SI2;J;Excellent;62,3;None;;8.41x8.45x5.25;Excellent;Australia;Emerald;Excellent;57,0;2;;1447,06484282745;19438,604237493637;20885,669080321088
1487;9538;0,8;GemEx;SI1;F;Excellent;62,9;Strong;;5.92x5.9x3.72;Excellent;DR Congo;Round;Excellent;55,0;1;;11737,596470003027;242,6593345222609;11980,255804525288
1488;9539;0,52;AGSL;SI2;F;Excellent;63,1;Medium;False;5.1x5.13x3.23;Excellent;Angola;Marquise;Excellent;54,0;1;;10960,360560966077;9657,868222273239;20618,228783239316
1489;9540;3,02;AGSL;SI2;D;Excellent;62,9;None;;9.19x9.27x5.8;Excellent;Canada;Round;Very good;55,0;2;;1261,3176276755864;23272,266252848334;24533,583880523922
1490;9541;3,02;AGSL;VS1;G;Excellent;61,1;None;;9.31x9.33x5.69;Excellent;Canada;Round;Excellent;;2;;755,5372242622906;22950,833952023775;23706,371176286066
1491;9542;3,02;AGSL;VS2;H;Excellent;62,0;None;;9.23x9.27x5.73;Excellent;Canada;Round;Excellent;;2;;2542,393777642444;24086,412573339185;26628,806350981627
1492;9543;0,7;AGSL;VS1;I;Very good;63,2;None;;5.55x5.62x3.53;Very good;Botswana;Round;Very good;56,0;2;;6953,096981521609;19528,49754930717;26481,594530828777
1493;9544;0,79;AGSL;VS2;F;Excellent;62,9;Faint;;5.9x5.84x3.69;Excellent;Zimbabwe;Round;Excellent;58,0;1;16633,749425499536;15876,48008906902;-34,81396954565207;15841,666119523368
1494;9545;1,75;AGSL;VS2;H;Excellent;61,5;None;;7.7x7.75x4.75;Excellent;South Africa;Asscher;Excellent;58,0;2;;9021,599902749147;20547,66933387625;29569,269236625398
1495;9546;1,75;AGSL;SI1;I;Excellent;;None;False;7.67x7.71x4.79;Excellent;Russia;Asscher;Excellent;;4;;4597,030304314992;8338,339685125873;12935,369989440864
1496;9547;1,75;AGSL;VS2;H;Excellent;60,5;;;7.78x7.82x4.72;Excellent;South Africa;Round;Excellent;;2;;3428,3076445328543;16993,034184689706;20421,34182922256
1497;9548;0,61;AGSL;VS2;J;Excellent;;None;;5.56x5.54x3.29;Excellent;Botswana;Round;Very good;;1;;10810,259195839282;16338,886229340493;27149,145425179777
1498;9549;0,61;AGSL;VS2;I;Very good;63,6;;;5.31*5.35x3.39;Excellent;South Africa;Pear;Excellent;56,0;1;;12598,508876413516;17179,952173215068;29778,461049628582
1499;9550;0,79;AGSL;VS2;D;Excellent;61,6;Faint;False;5.92x5.98x3.67;Very good;Botswana;Marwuise;Very good;58,0;3;;7753,910667895406;17793,289970563477;25547,200638458882
1500;9551;0,79;AGSL;SI1;F;Very good;57,9;None;;6.07x6.16*3.54;Very good;Botswana;Round;Good;59,0;1;;24568,51348128175;25082,497686910963;49651,01116819271
1501;9552;1,2;AGSL;SI2;E;Excellent;62,2;Faint;;6.74x6.79x4.21;Excellent;Botswana;Round;Very good;60,0;2;;4887,225363552072;18215,599969862033;23102,825333414105
1502;9553;1,2;AGSL;SI2;I;Very good;62,9;None;True;6.69x6.72x4.22;Excellent;DR Congo;Round;Very good;57,0;2;;5844,651640513715;2163,8877560038964;8008,539396517612
1503;9554;0,5;AGSL;SI1;H;Good;61,5;Faint;;5.02x5.04x3.09;Good;DR Congo;Round;Good;;1;5185,813400234249;7416,775406155566;-2477,9055011705677;4938,869904984998
1504;9555;0,5;GemEx;VS2;E;Good;62,0;None;;5.07x5.1x3.15;Very good;Other/Unknown;Round;Very good;;2;;18150,39503477463;30832,87140713667;48983,2664419113
1505;9556;0,5;AGSL;SI1;K;Very good;61,7;None;;5.07x5.08*3.13;Excellent;Russia;Emerald;Very good;60,0;1;;10225,641923274517;19451,399007519525;29677,040930794043
1506;9557;0,5;AGSL;SI2;G;Excellent;61,2;None;;5.11x5.09x3.12;Excellent;Botswana;Emerald;Excellent;58,0;1;;7054,800824410047;13952,226689285217;21007,027513695262
1507;9558;0,5;AGSL;SI2;D;Very good;62,4;Medium;;5.1x5.08x3.18;Excellent;Russia;Radiant;Excellent;52,0;1;;4736,863098529817;15963,18397497083;20700,047073500646
1508;9559;0,5;AGSL;VS2;H;Very good;62,5;Strong;;5.03x5.07x3.16;Very good;Botswana;Round;Very good;;1;;7912,494587708043;14497,306091095234;22409,800678803276
1509;9560;3,29;AGSL;SI1;G;Excellent;61,4;;;9.55x9.59x5.87;Excellent;Russia;Princess;Excellent;58,0;2;;10072,597898177353;24995,042282959843;35067,6401811372
1510;9561;1,81;AGSL;SI1;G;Excellent;62,2;None;;7.75x7.85x4.84;Excellent;Botswana;ROUND;Excellent;59,0;3;;6025,8926823812235;16695,104289185532;22720,996971566754
1511;9562;1,81;AGSL;VS1;E;Excellent;59,9;None;;7.9x7.94x4.75;Excellent;Russia;Emerald;Excellent;60,0;2;;8907,78959849686;24254,786216771572;33162,57581526843
1512;9563;0,78;AGSL;SI2;D;Very good;62,5;None;;5.82x5.88x3.66;Excellent;Botswana;Round;Very good;;1;;14443,294636363644;18647,743853606065;33091,03848996971
1513;9564;1,0;AGSL;VS2;G;Excellent;;;;6.46x6.4x3.98;Very good;Canada;Radiant;Very good;;2;;21849,864813952096;36356,648423567036;58206,51323751913
1514;9565;0,79;AGSL;SI2;H;Very good;59,1;None;;6.03x6*3.56;Excellent;Australia;Round;Excellent;63,0;1;;12201,058567829768;20632,050082094836;32833,1086499246
1515;9566;3,03;AGSL;SI2;H;Excellent;61,8;None;False;9.24x9.26x5.72;Excellent;Other/Unknown;Emerald;Excellent;60,0;2;;1731,432323589271;20423,7257581861;22155,15808177537
1516;9567;3,03;GemEx;I1;K;Good;65,8;Faint;;8.9x8.92x5.86;Very good;DR Congo;Round;Excellent;61,0;4;;952,8819693868405;-14147,193634589163;-13194,311665202322
1517;9568;1,01;AGSL;VS2;H;Very good;62,8;None;;6.38x6.33x3.99;Excellent;DR Congo;Marquise;Excellent;59,0;2;;7906,831124807429;3474,4389198616263;11381,270044669054
1518;9569;1,01;AGSL;SI2;H;Good;64,1;;;6.27x6.23x4.01;Excellent;Russia;Pear;Very good;59,0;1;;4749,746639734211;15971,371690952206;20721,11833068642
1519;9570;1,01;AGSL;SI2;G;Excellent;62,5;Medium;;6.43x6.38x4;Excellent;South Africa;Pear;Excellent;58,0;2;;7614,54392697036;19653,460628613415;27268,004555583775
1520;9571;1,01;AGSL;SI1;F;Very good;63,3;None;False;6.35x6.31x4.01;Excellent;Angola;Princess;Good;58,0;2;;16491,54758755163;18813,939842169937;35305,48742972157
1521;9572;1,01;AGSL;SI2;G;Excellent;62,5;;;6.4x6.42x4.01;Very good;Russia;Oval;Excellent;57,0;2;;4696,121193897966;21578,197213986314;26274,31840788428
1522;9573;2,42;GemEx;VS2;E;Excellent;62,9;;;8.52x8.59x5.38;Excellent;Russia;Oval;Excellent;57,0;2;;2141,7640275144804;19929,465923913194;22071,229951427675
1523;9574;0,91;AGSL;I1;E;Good;62,8;None;;6.03x6.13x3.82;Excellent;DR Congo;Pear;Very good;61,0;2;;8195,106562622388;3657,643007293129;11852,749569915517
1524;9575;2,41;AGSL;SI2;H;Excellent;61,5;Medium;;8.53x8.57x5.26;Excellent;Russia;Asscher;Excellent;60,0;2;;4517,340093471903;21464,57869483041;25981,91878830231
1525;9576;0,9;AGSL;VS2;E;Very good;62,7;None;;6.1x6.18x3.85;Very good;South Africa;Princess;Good;61,0;1;;12044,510420532675;16827,87645591702;28872,386876449695
1526;9577;0,9;AGSL;SI2;D;Good;64,6;Faint;;5.99x6.01x3.88;Very good;Botswana;Round;Excellent;;2;;3915,7344333691944;17598,200476304144;21513,93490967334
1527;9578;0,9;AGSL;SI2;E;Very good;62,6;None;;6.13x6.14x3.84;Excellent;DR Congo;Round;Excellent;57,0;2;;9709,893204157233;4620,316436633137;14330,20964079037
1528;9579;0,9;AGSL;SI2;G;Very good;64,0;None;;6.05x6.1x3.88;Excellent;Other/Unknown;Oval ;Very good;54,0;1;;3964,4082193357804;16201,915598915051;20166,323818250832
1529;9580;2,09;AGSL;SI2;J;Excellent;59,8;;;8.32x8.36x4.98;Excellent;Botswana;Emerald;Excellent;59,0;3;;2616,1539909110857;14528,15565809321;17144,309649004295
1530;9581;1,2;AGSL;SI1;H;Very good;;Medium;False;6.75x6.68x4.23;Very good;Botswana;Round;Very good;59,0;2;;23095,734273339516;29787,426149681138;52883,16042302066
1531;9582;2,01;AGSL;SI1;I;Excellent;62,0;None;;8.02x8.07x4.99;Excellent;Botswana;Round;Excellent;;2;;7475,8300621778;19860,703573301995;27336,533635479795
1532;9583;2,01;AGSL;VVS2;I;Very good;58,8;None;;8.23x8.34x4.87;Very good;Russia;Round;Very good;63,0;4;;6039,381071099142;9254,978847961633;15294,359919060775
1533;9584;2,01;AGSL;VS1;H;Excellent;61,2;None;;8.09x8.12x4.96;Excellent;Botswana;Round;Excellent;57,0;4;;10436,241483151929;8565,21332404298;19001,45480719491
1534;9585;2,01;AGSL;SI1;H;Excellent;61,4;None;;8.08x8.13x4.97;Excellent;Other/Unknown;Round;Excellent;57,0;2;;2194,126643773783;20717,77609883133;22911,902742605114
1535;9586;2,01;AGSL;SI2;I;Excellent;62,1;Faint;;8.07x8.1x5.02;Excellent;Australia;Round;Excellent;57,0;3;;5569,136789340171;19814,114426746724;25383,251216086894
